date,season,week,game_type,home_team,home_score,away_team,away_score,neutral_site
1994-11-27,1994,13,REG,WSH,19,NYG,21,0
1994-11-27,1994,13,REG,SEA,10,KC,9,0
1994-11-27,1994,13,REG,OAK,3,PIT,21,0
1994-11-27,1994,13,REG,NYJ,24,MIA,28,0
1994-11-27,1994,13,REG,MIN,17,TB,20,0
1994-11-28,1994,13,REG,NO,14,SF,35,0
1994-12-01,1994,13,REG,MIN,33,CHI,27,0
1994-12-04,1994,14,REG,TEN,12,ARI,30,0
1994-12-04,1994,14,REG,CLE,13,NYG,16,0
1994-12-04,1994,14,REG,MIA,31,BUF,42,0
1994-12-04,1994,14,REG,CIN,15,PIT,38,0
1994-12-04,1994,14,REG,NE,24,NYJ,13,0
1994-12-04,1994,14,REG,KC,17,DEN,20,0
1994-12-04,1994,14,REG,PHI,19,DAL,31,0
1994-12-04,1994,14,REG,SEA,19,IND,31,0
1994-12-04,1994,14,REG,SF,50,ATL,14,0
1994-12-04,1994,14,REG,TB,26,WSH,21,0
1994-12-04,1994,14,REG,LAR,15,NO,31,0
1994-12-04,1994,14,REG,DET,34,GB,31,0
1994-12-05,1994,14,REG,LAC,17,OAK,24,0
1994-12-10,1994,14,REG,DAL,14,CLE,19,0
1994-12-10,1994,14,REG,NYJ,7,DET,18,0
1994-12-11,1994,15,REG,ATL,20,NO,29,0
1994-12-11,1994,15,REG,LAC,15,SF,38,0
1994-12-11,1994,15,REG,TB,24,LAR,14,0
1994-12-11,1994,15,REG,BUF,17,MIN,21,0
1994-12-11,1994,15,REG,ARI,17,WSH,15,0
1994-12-11,1994,15,REG,GB,40,CHI,3,0
1994-12-11,1994,15,REG,NE,28,IND,13,0
1994-12-11,1994,15,REG,NYG,27,CIN,20,0
1994-12-11,1994,15,REG,TEN,14,SEA,16,0
1994-12-11,1994,15,REG,PIT,14,PHI,3,0
1994-12-11,1994,15,REG,OAK,23,DEN,13,0
1994-12-12,1994,15,REG,MIA,45,KC,28,0
1994-12-17,1994,15,REG,SF,42,DEN,19,0
1994-12-17,1994,15,REG,DET,41,MIN,19,0
1994-12-18,1994,16,REG,KC,31,TEN,9,0
1994-12-18,1994,16,REG,GB,21,ATL,17,0
1994-12-18,1994,16,REG,NYJ,6,LAC,21,0
1994-12-18,1994,16,REG,SEA,16,OAK,17,0
1994-12-18,1994,16,REG,WSH,14,TB,17,0
1994-12-18,1994,16,REG,IND,10,MIA,6,0
1994-12-18,1994,16,REG,BUF,17,NE,41,0
1994-12-18,1994,16,REG,CHI,27,LAR,13,0
1994-12-18,1994,16,REG,PIT,17,CLE,7,0
1994-12-18,1994,16,REG,PHI,13,NYG,16,0
1994-12-18,1994,16,REG,ARI,28,CIN,7,0
1994-12-19,1994,16,REG,NO,16,DAL,24,0
1994-12-24,1994,16,REG,CHI,3,NE,13,0
1994-12-24,1994,16,REG,IND,10,BUF,9,0
1994-12-24,1994,16,REG,LAC,37,PIT,34,0
1994-12-24,1994,16,REG,ATL,10,ARI,6,0
1994-12-24,1994,16,REG,CIN,33,PHI,30,0
1994-12-24,1994,16,REG,CLE,35,SEA,9,0
1994-12-24,1994,16,REG,DEN,28,NO,30,0
1994-12-24,1994,16,REG,NYG,15,DAL,10,0
1994-12-24,1994,16,REG,TEN,24,NYJ,10,0
1994-12-24,1994,16,REG,OAK,9,KC,19,0
1994-12-24,1994,16,REG,TB,19,GB,34,0
1994-12-24,1994,16,REG,LAR,21,WSH,24,0
1994-12-25,1994,17,REG,MIA,27,DET,20,0
1994-12-26,1994,17,REG,MIN,21,SF,14,0
1994-12-31,1994,,POST,GB,16,DET,12,0
1994-12-31,1994,,POST,MIA,27,KC,17,0
1995-01-01,1994,,POST,CLE,20,NE,13,0
1995-01-01,1994,,POST,MIN,18,CHI,35,0
1995-01-07,1994,,POST,SF,44,CHI,15,0
1995-01-07,1994,,POST,PIT,29,CLE,9,0
1995-01-08,1994,,POST,DAL,35,GB,9,0
1995-01-08,1994,,POST,LAC,22,MIA,21,0
1995-01-15,1994,,POST,SF,38,DAL,28,0
1995-01-15,1994,,POST,PIT,13,LAC,17,0
1995-01-29,1994,,POST,SF,49,LAC,26,1
1995-09-03,1995,1,REG,DEN,22,BUF,7,0
1995-09-03,1995,1,REG,IND,21,CIN,24,0
1995-09-03,1995,1,REG,ATL,23,CAR,20,0
1995-09-03,1995,1,REG,PIT,23,DET,20,0
1995-09-03,1995,1,REG,PHI,6,TB,21,0
1995-09-03,1995,1,REG,NE,17,CLE,14,0
1995-09-03,1995,1,REG,NO,22,SF,24,0
1995-09-03,1995,1,REG,OAK,17,LAC,7,0
1995-09-03,1995,1,REG,SEA,10,KC,34,0
1995-09-03,1995,1,REG,CHI,31,MIN,14,0
1995-09-03,1995,1,REG,WSH,27,ARI,7,0
1995-09-03,1995,1,REG,JAX,3,TEN,10,0
1995-09-03,1995,1,REG,GB,14,LAR,17,0
1995-09-03,1995,1,REG,MIA,52,NYJ,14,0
1995-09-04,1995,1,REG,NYG,0,DAL,35,0
1995-09-10,1995,2,REG,DAL,31,DEN,21,0
1995-09-10,1995,2,REG,BUF,31,CAR,9,0
1995-09-10,1995,2,REG,CIN,24,JAX,17,0
1995-09-10,1995,2,REG,CLE,22,TB,6,0
1995-09-10,1995,2,REG,ARI,19,PHI,31,0
1995-09-10,1995,2,REG,LAC,14,SEA,10,0
1995-09-10,1995,2,REG,LAR,17,NO,13,0
1995-09-10,1995,2,REG,MIN,20,DET,10,0
1995-09-10,1995,2,REG,NE,3,MIA,20,0
1995-09-10,1995,2,REG,NYJ,24,IND,27,0
1995-09-10,1995,2,REG,TEN,17,PIT,34,0
1995-09-10,1995,2,REG,SF,41,ATL,10,0
1995-09-10,1995,2,REG,WSH,8,OAK,20,0
1995-09-10,1995,2,REG,KC,20,NYG,17,0
1995-09-11,1995,2,REG,CHI,24,GB,27,0
1995-09-17,1995,3,REG,TB,6,CHI,25,0
1995-09-17,1995,3,REG,NYJ,27,JAX,10,0
1995-09-17,1995,3,REG,TEN,7,CLE,14,0
1995-09-17,1995,3,REG,SEA,24,CIN,21,0
1995-09-17,1995,3,REG,SF,28,NE,3,0
1995-09-17,1995,3,REG,PHI,21,LAC,27,0
1995-09-17,1995,3,REG,CAR,10,LAR,31,0
1995-09-17,1995,3,REG,BUF,20,IND,14,0
1995-09-17,1995,3,REG,DEN,38,WSH,31,0
1995-09-17,1995,3,REG,DET,17,ARI,20,0
1995-09-17,1995,3,REG,GB,14,NYG,6,0
1995-09-17,1995,3,REG,KC,23,OAK,17,0
1995-09-17,1995,3,REG,MIN,17,DAL,23,0
1995-09-17,1995,3,REG,NO,24,ATL,27,0
1995-09-18,1995,3,REG,MIA,23,PIT,10,0
1995-09-24,1995,4,REG,PIT,24,MIN,44,0
1995-09-24,1995,4,REG,NYG,45,NO,29,0
1995-09-24,1995,4,REG,JAX,14,GB,24,0
1995-09-24,1995,4,REG,TB,14,WSH,6,0
1995-09-24,1995,4,REG,ATL,13,NYJ,3,0
1995-09-24,1995,4,REG,OAK,48,PHI,17,0
1995-09-24,1995,4,REG,LAR,34,CHI,28,0
1995-09-24,1995,4,REG,CIN,28,TEN,38,0
1995-09-24,1995,4,REG,CLE,35,KC,17,0
1995-09-24,1995,4,REG,DAL,34,ARI,20,0
1995-09-24,1995,4,REG,LAC,17,DEN,6,0
1995-09-25,1995,4,REG,DET,27,SF,24,0
1995-10-01,1995,5,REG,SF,20,NYG,6,0
1995-10-01,1995,5,REG,PIT,31,LAC,16,0
1995-10-01,1995,5,REG,IND,21,LAR,18,0
1995-10-01,1995,5,REG,ATL,30,NE,17,0
1995-10-01,1995,5,REG,CAR,13,TB,20,0
1995-10-01,1995,5,REG,WSH,27,DAL,23,0
1995-10-01,1995,5,REG,CIN,23,MIA,26,0
1995-10-01,1995,5,REG,ARI,3,KC,24,0
1995-10-01,1995,5,REG,NO,10,PHI,15,0
1995-10-01,1995,5,REG,NYJ,10,OAK,47,0
1995-10-01,1995,5,REG,TEN,16,JAX,17,0
1995-10-01,1995,5,REG,SEA,27,DEN,10,0
1995-10-02,1995,5,REG,CLE,19,BUF,22,0
1995-10-08,1995,6,REG,PHI,37,WSH,34,0
1995-10-08,1995,6,REG,CHI,31,CAR,27,0
1995-10-08,1995,6,REG,DAL,34,GB,24,0
1995-10-08,1995,6,REG,DET,38,CLE,20,0
1995-10-08,1995,6,REG,JAX,20,PIT,16,0
1995-10-08,1995,6,REG,MIA,24,IND,27,0
1995-10-08,1995,6,REG,MIN,23,TEN,17,0
1995-10-08,1995,6,REG,NE,3,DEN,37,0
1995-10-08,1995,6,REG,NYG,27,ARI,21,0
1995-10-08,1995,6,REG,OAK,34,SEA,14,0
1995-10-08,1995,6,REG,TB,19,CIN,16,0
1995-10-08,1995,6,REG,BUF,29,NYJ,10,0
1995-10-09,1995,6,REG,KC,29,LAC,23,0
1995-10-12,1995,6,REG,LAR,21,ATL,19,0
1995-10-15,1995,7,REG,GB,30,DET,21,0
1995-10-15,1995,7,REG,ARI,24,WSH,20,0
1995-10-15,1995,7,REG,IND,18,SF,17,0
1995-10-15,1995,7,REG,NYG,14,PHI,17,0
1995-10-15,1995,7,REG,TB,20,MIN,17,0
1995-10-15,1995,7,REG,LAC,9,DAL,23,0
1995-10-15,1995,7,REG,NO,33,MIA,30,0
1995-10-15,1995,7,REG,JAX,27,CHI,30,0
1995-10-15,1995,7,REG,CAR,26,NYJ,15,0
1995-10-15,1995,7,REG,KC,31,NE,26,0
1995-10-15,1995,7,REG,BUF,27,SEA,21,0
1995-10-16,1995,7,REG,DEN,27,OAK,0,0
1995-10-19,1995,7,REG,PIT,9,CIN,27,0
1995-10-22,1995,8,REG,CHI,35,TEN,32,0
1995-10-22,1995,8,REG,CAR,20,NO,3,0
1995-10-22,1995,8,REG,CLE,15,JAX,23,0
1995-10-22,1995,8,REG,DEN,7,KC,21,0
1995-10-22,1995,8,REG,GB,38,MIN,21,0
1995-10-22,1995,8,REG,NYJ,17,MIA,16,0
1995-10-22,1995,8,REG,OAK,30,IND,17,0
1995-10-22,1995,8,REG,WSH,36,DET,30,0
1995-10-22,1995,8,REG,SEA,25,LAC,35,0
1995-10-22,1995,8,REG,LAR,10,SF,44,0
1995-10-22,1995,8,REG,TB,21,ATL,24,0
1995-10-23,1995,8,REG,NE,27,BUF,14,0
1995-10-29,1995,9,REG,NE,17,CAR,20,0
1995-10-29,1995,9,REG,PHI,20,LAR,9,0
1995-10-29,1995,9,REG,WSH,15,NYG,24,0
1995-10-29,1995,9,REG,PIT,24,JAX,7,0
1995-10-29,1995,9,REG,SF,7,NO,11,0
1995-10-29,1995,9,REG,MIA,23,BUF,6,0
1995-10-29,1995,9,REG,TEN,19,TB,7,0
1995-10-29,1995,9,REG,DET,24,GB,16,0
1995-10-29,1995,9,REG,ARI,20,SEA,14,0
1995-10-29,1995,9,REG,IND,17,NYJ,10,0
1995-10-29,1995,9,REG,CIN,26,CLE,29,0
1995-10-29,1995,9,REG,ATL,13,DAL,28,0
1995-10-30,1995,9,REG,MIN,6,CHI,14,0
1995-11-05,1995,10,REG,KC,24,WSH,3,0
1995-11-05,1995,10,REG,NO,19,LAR,10,0
1995-11-05,1995,10,REG,ATL,34,DET,22,0
1995-11-05,1995,10,REG,CHI,34,PIT,37,0
1995-11-05,1995,10,REG,CIN,17,OAK,20,0
1995-11-05,1995,10,REG,CLE,10,TEN,37,0
1995-11-05,1995,10,REG,LAC,14,MIA,24,0
1995-11-05,1995,10,REG,IND,10,BUF,16,0
1995-11-05,1995,10,REG,DEN,38,ARI,6,0
1995-11-05,1995,10,REG,MIN,27,GB,24,0
1995-11-05,1995,10,REG,NYJ,7,NE,20,0
1995-11-05,1995,10,REG,SEA,30,NYG,28,0
1995-11-05,1995,10,REG,SF,7,CAR,13,0
1995-11-06,1995,10,REG,DAL,34,PHI,12,0
1995-11-12,1995,11,REG,PHI,31,DEN,13,0
1995-11-12,1995,11,REG,TEN,25,CIN,32,0
1995-11-12,1995,11,REG,GB,35,CHI,28,0
1995-11-12,1995,11,REG,NYG,13,OAK,17,0
1995-11-12,1995,11,REG,MIA,17,NE,34,0
1995-11-12,1995,11,REG,ARI,24,MIN,30,0
1995-11-12,1995,11,REG,BUF,23,ATL,17,0
1995-11-12,1995,11,REG,LAR,28,CAR,17,0
1995-11-12,1995,11,REG,LAC,7,KC,22,0
1995-11-12,1995,11,REG,JAX,30,SEA,47,0
1995-11-12,1995,11,REG,NO,17,IND,14,0
1995-11-12,1995,11,REG,DAL,20,SF,38,0
1995-11-12,1995,11,REG,DET,27,TB,24,0
1995-11-13,1995,11,REG,PIT,20,CLE,3,0
1995-11-19,1995,12,REG,CAR,27,ARI,7,0
1995-11-19,1995,12,REG,CHI,17,DET,24,0
1995-11-19,1995,12,REG,CIN,31,PIT,49,0
1995-11-19,1995,12,REG,CLE,20,GB,31,0
1995-11-19,1995,12,REG,KC,20,TEN,13,0
1995-11-19,1995,12,REG,MIN,43,NO,24,0
1995-11-19,1995,12,REG,NE,10,IND,24,0
1995-11-19,1995,12,REG,ATL,31,LAR,6,0
1995-11-19,1995,12,REG,DEN,30,LAC,27,0
1995-11-19,1995,12,REG,NYJ,26,BUF,28,0
1995-11-19,1995,12,REG,PHI,28,NYG,19,0
1995-11-19,1995,12,REG,OAK,21,DAL,34,0
1995-11-19,1995,12,REG,TB,17,JAX,16,0
1995-11-19,1995,12,REG,WSH,20,SEA,27,0
1995-11-20,1995,12,REG,MIA,20,SF,44,0
1995-11-23,1995,12,REG,DET,44,MIN,38,0
1995-11-23,1995,12,REG,DAL,24,KC,12,0
1995-11-26,1995,13,REG,SEA,10,NYJ,16,0
1995-11-26,1995,13,REG,CLE,17,PIT,20,0
1995-11-26,1995,13,REG,IND,36,MIA,28,0
1995-11-26,1995,13,REG,ARI,40,ATL,37,0
1995-11-26,1995,13,REG,BUF,25,NE,35,0
1995-11-26,1995,13,REG,SF,41,LAR,13,0
1995-11-26,1995,13,REG,WSH,7,PHI,14,0
1995-11-26,1995,13,REG,NYG,24,CHI,27,0
1995-11-26,1995,13,REG,TEN,42,DEN,33,0
1995-11-26,1995,13,REG,GB,35,TB,13,0
1995-11-26,1995,13,REG,JAX,13,CIN,17,0
1995-11-26,1995,13,REG,NO,34,CAR,26,0
1995-11-27,1995,13,REG,LAC,12,OAK,6,0
1995-11-30,1995,13,REG,ARI,6,NYG,10,0
1995-12-03,1995,14,REG,SF,27,BUF,17,0
1995-12-03,1995,14,REG,SEA,26,PHI,14,0
1995-12-03,1995,14,REG,NYJ,20,LAR,23,0
1995-12-03,1995,14,REG,CAR,13,IND,10,0
1995-12-03,1995,14,REG,DAL,17,WSH,24,0
1995-12-03,1995,14,REG,DEN,31,JAX,23,0
1995-12-03,1995,14,REG,GB,24,CIN,10,0
1995-12-03,1995,14,REG,MIA,21,ATL,20,0
1995-12-03,1995,14,REG,MIN,31,TB,17,0
1995-12-03,1995,14,REG,NE,17,NO,31,0
1995-12-03,1995,14,REG,PIT,21,TEN,7,0
1995-12-03,1995,14,REG,LAC,31,CLE,13,0
1995-12-03,1995,14,REG,OAK,23,KC,29,0
1995-12-04,1995,14,REG,DET,27,CHI,7,0
1995-12-09,1995,14,REG,MIN,27,CLE,11,0
1995-12-09,1995,14,REG,LAC,28,ARI,25,0
1995-12-10,1995,15,REG,CIN,16,CHI,10,0
1995-12-10,1995,15,REG,NYG,20,WSH,13,0
1995-12-10,1995,15,REG,DEN,27,SEA,31,0
1995-12-10,1995,15,REG,TEN,17,DET,24,0
1995-12-10,1995,15,REG,JAX,31,IND,41,0
1995-12-10,1995,15,REG,OAK,10,PIT,29,0
1995-12-10,1995,15,REG,NE,31,NYJ,28,0
1995-12-10,1995,15,REG,TB,13,GB,10,0
1995-12-10,1995,15,REG,LAR,27,BUF,45,0
1995-12-10,1995,15,REG,PHI,20,DAL,17,0
1995-12-10,1995,15,REG,CAR,10,SF,31,0
1995-12-10,1995,15,REG,ATL,19,NO,14,0
1995-12-11,1995,15,REG,MIA,13,KC,6,0
1995-12-16,1995,15,REG,PIT,41,NE,27,0
1995-12-16,1995,15,REG,NO,23,GB,34,0
1995-12-17,1995,16,REG,DAL,21,NYG,20,0
1995-12-17,1995,16,REG,LAR,23,WSH,35,0
1995-12-17,1995,16,REG,KC,20,DEN,17,0
1995-12-17,1995,16,REG,TEN,23,NYJ,6,0
1995-12-17,1995,16,REG,PHI,21,ARI,20,0
1995-12-17,1995,16,REG,SEA,44,OAK,10,0
1995-12-17,1995,16,REG,BUF,23,MIA,20,0
1995-12-17,1995,16,REG,CAR,21,ATL,17,0
1995-12-17,1995,16,REG,CHI,31,TB,10,0
1995-12-17,1995,16,REG,CLE,26,CIN,10,0
1995-12-17,1995,16,REG,IND,24,LAC,27,0
1995-12-17,1995,16,REG,DET,44,JAX,0,0
1995-12-18,1995,16,REG,SF,37,MIN,30,0
1995-12-23,1995,16,REG,IND,10,NE,7,0
1995-12-23,1995,16,REG,NYG,17,LAC,27,0
1995-12-23,1995,16,REG,TB,10,DET,37,0
1995-12-24,1995,17,REG,CHI,20,PHI,14,0
1995-12-24,1995,17,REG,WSH,20,CAR,17,0
1995-12-24,1995,17,REG,OAK,28,DEN,31,0
1995-12-24,1995,17,REG,NYJ,0,NO,12,0
1995-12-24,1995,17,REG,KC,26,SEA,3,0
1995-12-24,1995,17,REG,JAX,24,CLE,21,0
1995-12-24,1995,17,REG,GB,24,PIT,19,0
1995-12-24,1995,17,REG,BUF,17,TEN,28,0
1995-12-24,1995,17,REG,ATL,28,SF,27,0
1995-12-24,1995,17,REG,LAR,22,MIA,41,0
1995-12-24,1995,17,REG,CIN,27,MIN,24,0
1995-12-25,1995,17,REG,ARI,13,DAL,37,0
1995-12-30,1995,,POST,BUF,37,MIA,22,0
1995-12-30,1995,,POST,PHI,58,DET,37,0
1995-12-31,1995,,POST,GB,37,ATL,20,0
1995-12-31,1995,,POST,LAC,20,IND,35,0
1996-01-06,1995,,POST,PIT,40,BUF,21,0
1996-01-06,1995,,POST,SF,17,GB,27,0
1996-01-07,1995,,POST,KC,7,IND,10,0
1996-01-07,1995,,POST,DAL,30,PHI,11,0
1996-01-14,1995,,POST,DAL,38,GB,27,0
1996-01-14,1995,,POST,PIT,20,IND,16,0
1996-01-28,1995,,POST,PIT,17,DAL,27,1
1996-09-01,1996,1,REG,WSH,14,PHI,17,0
1996-09-01,1996,1,REG,DEN,31,NYJ,6,0
1996-09-01,1996,1,REG,LAC,29,SEA,7,0
1996-09-01,1996,1,REG,CAR,29,ATL,6,0
1996-09-01,1996,1,REG,IND,20,ARI,13,0
1996-09-01,1996,1,REG,JAX,24,PIT,9,0
1996-09-01,1996,1,REG,MIA,24,NE,10,0
1996-09-01,1996,1,REG,MIN,17,DET,13,0
1996-09-01,1996,1,REG,NYG,20,BUF,23,0
1996-09-01,1996,1,REG,TEN,19,KC,20,0
1996-09-01,1996,1,REG,BAL,19,OAK,14,0
1996-09-01,1996,1,REG,LAR,26,CIN,16,0
1996-09-01,1996,1,REG,TB,3,GB,34,0
1996-09-01,1996,1,REG,SF,27,NO,11,0
1996-09-02,1996,1,REG,CHI,22,DAL,6,0
1996-09-08,1996,2,REG,ATL,17,MIN,23,0
1996-09-08,1996,2,REG,WSH,10,CHI,3,0
1996-09-08,1996,2,REG,SEA,20,DEN,30,0
1996-09-08,1996,2,REG,LAC,27,CIN,14,0
1996-09-08,1996,2,REG,DAL,27,NYG,0,0
1996-09-08,1996,2,REG,SF,34,LAR,0,0
1996-09-08,1996,2,REG,BUF,17,NE,10,0
1996-09-08,1996,2,REG,PIT,31,BAL,17,0
1996-09-08,1996,2,REG,NYJ,7,IND,21,0
1996-09-08,1996,2,REG,NO,20,CAR,22,0
1996-09-08,1996,2,REG,KC,19,OAK,3,0
1996-09-08,1996,2,REG,JAX,27,TEN,34,0
1996-09-08,1996,2,REG,DET,21,TB,6,0
1996-09-08,1996,2,REG,ARI,10,MIA,38,0
1996-09-09,1996,2,REG,GB,39,PHI,13,0
1996-09-15,1996,3,REG,SEA,17,KC,35,0
1996-09-15,1996,3,REG,GB,42,LAC,10,0
1996-09-15,1996,3,REG,OAK,17,JAX,3,0
1996-09-15,1996,3,REG,PHI,24,DET,17,0
1996-09-15,1996,3,REG,TEN,29,BAL,13,0
1996-09-15,1996,3,REG,NYG,10,WSH,31,0
1996-09-15,1996,3,REG,NE,31,ARI,0,0
1996-09-15,1996,3,REG,MIA,36,NYJ,27,0
1996-09-15,1996,3,REG,DEN,27,TB,23,0
1996-09-15,1996,3,REG,DAL,24,IND,25,0
1996-09-15,1996,3,REG,CIN,30,NO,15,0
1996-09-15,1996,3,REG,CHI,14,MIN,20,0
1996-09-16,1996,3,REG,PIT,24,BUF,6,0
1996-09-22,1996,4,REG,CAR,23,SF,7,0
1996-09-22,1996,4,REG,ATL,18,PHI,33,0
1996-09-22,1996,4,REG,TB,13,SEA,17,0
1996-09-22,1996,4,REG,KC,17,DEN,14,0
1996-09-22,1996,4,REG,DET,35,CHI,16,0
1996-09-22,1996,4,REG,LAR,10,WSH,17,0
1996-09-22,1996,4,REG,BUF,10,DAL,7,0
1996-09-22,1996,4,REG,OAK,34,LAC,40,0
1996-09-22,1996,4,REG,NYJ,6,NYG,13,0
1996-09-22,1996,4,REG,NE,28,JAX,25,0
1996-09-22,1996,4,REG,NO,14,ARI,28,0
1996-09-22,1996,4,REG,MIN,30,GB,21,0
1996-09-23,1996,4,REG,IND,10,MIA,6,0
1996-09-29,1996,5,REG,ARI,31,LAR,28,0
1996-09-29,1996,5,REG,JAX,24,CAR,14,0
1996-09-29,1996,5,REG,WSH,31,NYJ,16,0
1996-09-29,1996,5,REG,TB,0,DET,27,0
1996-09-29,1996,5,REG,SF,39,ATL,17,0
1996-09-29,1996,5,REG,SEA,10,GB,31,0
1996-09-29,1996,5,REG,BAL,17,NO,10,0
1996-09-29,1996,5,REG,PIT,30,TEN,16,0
1996-09-29,1996,5,REG,NYG,15,MIN,10,0
1996-09-29,1996,5,REG,CIN,10,DEN,14,0
1996-09-29,1996,5,REG,CHI,19,OAK,17,0
1996-09-29,1996,5,REG,LAC,22,KC,19,0
1996-09-30,1996,5,REG,PHI,19,DAL,23,0
1996-10-06,1996,6,REG,BAL,38,NE,46,0
1996-10-06,1996,6,REG,DEN,28,LAC,17,0
1996-10-06,1996,6,REG,LAR,11,SF,28,0
1996-10-06,1996,6,REG,CHI,6,GB,37,0
1996-10-06,1996,6,REG,CIN,27,TEN,30,0
1996-10-06,1996,6,REG,DET,28,ATL,24,0
1996-10-06,1996,6,REG,BUF,16,IND,13,0
1996-10-06,1996,6,REG,NYJ,13,OAK,34,0
1996-10-06,1996,6,REG,NO,17,JAX,13,0
1996-10-06,1996,6,REG,MIN,14,CAR,12,0
1996-10-06,1996,6,REG,MIA,15,SEA,22,0
1996-10-07,1996,6,REG,KC,7,PIT,17,0
1996-10-13,1996,7,REG,JAX,21,NYJ,17,0
1996-10-13,1996,7,REG,CAR,45,LAR,13,0
1996-10-13,1996,7,REG,ATL,13,TEN,23,0
1996-10-13,1996,7,REG,BUF,7,MIA,21,0
1996-10-13,1996,7,REG,IND,26,BAL,21,0
1996-10-13,1996,7,REG,DAL,17,ARI,3,0
1996-10-13,1996,7,REG,NO,27,CHI,24,0
1996-10-13,1996,7,REG,NE,22,WSH,27,0
1996-10-13,1996,7,REG,NYG,10,PHI,19,0
1996-10-13,1996,7,REG,PIT,20,CIN,10,0
1996-10-13,1996,7,REG,OAK,37,DET,21,0
1996-10-13,1996,7,REG,TB,24,MIN,13,0
1996-10-14,1996,7,REG,GB,23,SF,20,0
1996-10-17,1996,7,REG,KC,34,SEA,16,0
1996-10-20,1996,8,REG,TEN,23,PIT,13,0
1996-10-20,1996,8,REG,WSH,31,NYG,21,0
1996-10-20,1996,8,REG,ARI,13,TB,9,0
1996-10-20,1996,8,REG,SF,28,CIN,21,0
1996-10-20,1996,8,REG,PHI,35,MIA,28,0
1996-10-20,1996,8,REG,DAL,32,ATL,28,0
1996-10-20,1996,8,REG,DEN,45,BAL,34,0
1996-10-20,1996,8,REG,CAR,19,NO,7,0
1996-10-20,1996,8,REG,LAR,17,JAX,14,0
1996-10-20,1996,8,REG,IND,9,NE,27,0
1996-10-20,1996,8,REG,NYJ,22,BUF,25,0
1996-10-21,1996,8,REG,LAC,14,OAK,23,0
1996-10-27,1996,9,REG,ARI,21,NYJ,31,0
1996-10-27,1996,9,REG,ATL,17,PIT,20,0
1996-10-27,1996,9,REG,BAL,37,LAR,31,0
1996-10-27,1996,9,REG,WSH,31,IND,16,0
1996-10-27,1996,9,REG,PHI,20,CAR,9,0
1996-10-27,1996,9,REG,TEN,9,SF,10,0
1996-10-27,1996,9,REG,SEA,32,LAC,13,0
1996-10-27,1996,9,REG,NE,28,BUF,25,0
1996-10-27,1996,9,REG,MIA,10,DAL,29,0
1996-10-27,1996,9,REG,GB,13,TB,7,0
1996-10-27,1996,9,REG,DET,7,NYG,35,0
1996-10-27,1996,9,REG,DEN,34,KC,7,0
1996-10-27,1996,9,REG,CIN,28,JAX,21,0
1996-10-28,1996,9,REG,MIN,13,CHI,15,0
1996-11-03,1996,10,REG,MIN,6,KC,21,0
1996-11-03,1996,10,REG,PIT,42,LAR,6,0
1996-11-03,1996,10,REG,DAL,21,PHI,31,0
1996-11-03,1996,10,REG,IND,19,LAC,26,0
1996-11-03,1996,10,REG,SEA,23,TEN,16,0
1996-11-03,1996,10,REG,BAL,21,CIN,24,0
1996-11-03,1996,10,REG,NYG,16,ARI,8,0
1996-11-03,1996,10,REG,NE,42,MIA,23,0
1996-11-03,1996,10,REG,NO,17,SF,24,0
1996-11-03,1996,10,REG,GB,28,DET,18,0
1996-11-03,1996,10,REG,CHI,13,TB,10,0
1996-11-03,1996,10,REG,BUF,38,WSH,13,0
1996-11-03,1996,10,REG,ATL,20,CAR,17,0
1996-11-04,1996,10,REG,OAK,21,DEN,22,0
1996-11-10,1996,11,REG,WSH,34,ARI,37,0
1996-11-10,1996,11,REG,TB,20,OAK,17,0
1996-11-10,1996,11,REG,SF,17,DAL,20,0
1996-11-10,1996,11,REG,SEA,42,MIN,23,0
1996-11-10,1996,11,REG,NYJ,27,NE,31,0
1996-11-10,1996,11,REG,NO,14,TEN,31,0
1996-11-10,1996,11,REG,MIA,37,IND,13,0
1996-11-10,1996,11,REG,KC,27,GB,20,0
1996-11-10,1996,11,REG,JAX,30,BAL,27,0
1996-11-10,1996,11,REG,DEN,17,CHI,12,0
1996-11-10,1996,11,REG,CIN,34,PIT,24,0
1996-11-10,1996,11,REG,CAR,27,NYG,17,0
1996-11-10,1996,11,REG,PHI,17,BUF,24,0
1996-11-10,1996,11,REG,LAR,59,ATL,16,0
1996-11-11,1996,11,REG,LAC,27,DET,21,0
1996-11-17,1996,12,REG,OAK,13,MIN,16,0
1996-11-17,1996,12,REG,LAR,10,CAR,20,0
1996-11-17,1996,12,REG,SF,38,BAL,20,0
1996-11-17,1996,12,REG,PIT,28,JAX,3,0
1996-11-17,1996,12,REG,PHI,21,WSH,26,0
1996-11-17,1996,12,REG,TEN,20,MIA,23,0
1996-11-17,1996,12,REG,NE,8,DEN,34,0
1996-11-17,1996,12,REG,KC,14,CHI,10,0
1996-11-17,1996,12,REG,DET,17,SEA,16,0
1996-11-17,1996,12,REG,ARI,31,NYG,23,0
1996-11-17,1996,12,REG,IND,34,NYJ,29,0
1996-11-17,1996,12,REG,BUF,31,CIN,17,0
1996-11-17,1996,12,REG,ATL,17,NO,15,0
1996-11-17,1996,12,REG,LAC,17,TB,25,0
1996-11-18,1996,12,REG,DAL,21,GB,6,0
1996-11-24,1996,13,REG,SEA,21,OAK,27,0
